key	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100	x101	x102	x103	x104	x105	x106	x107	x108	x109	x110	x111	x112	x113	x114	x115	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23
142	0.208464	0.903471	0.344869	0.666431	0.998970	0.665351	0.396945	0.027303	0.613430	0.693582	0.635164	0.392867	0.682410	0.682770	0.853456	0.893082	0.737794	0.801947	0.947330	0.739819	0.823426	0.065862	0.102586	0.979574	0.505273	0.326778	0.389637	0.238682	0.630457	0.942980	0.969606	0.014501	0.428434	0.054684	0.372065	0.633827	0.020908	0.512270	0.944294	0.925029	0.517440	0.164062	0.727758	0.921374	0.236542	0.082636	0.746920	0.046499	0.347583	0.482628	0.316183	0.755411	0.026412	0.252858	0.251995	0.394702	0.611434	0.813954	0.133215	0.456330	0.328610	0.358283	0.800154	0.717818	0.774602	0.144950	0.601056	0.350703	0.121767	0.501231	0.279720	0.395102	0.059048	0.777497	0.837977	0.261875	0.709462	0.002263	0.270099	0.051329	0.834819	0.292592	0.297838	0.325066	0.415252	0.198894	0.114144	0.568769	0.636800	0.686489	0.830271	0.196553	0.992689	0.431743	0.979868	0.444133	0.061712	0.858188	0.894951	0.258056	0.584349	0.480333	0.973233	0.546315	0.773741	0.342070	0.294085	0.596140	0.481490	0.915439	0.246042	0.750214	0.457133	0.235588	0.191793	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000
143	0.423911	0.546586	0.358834	0.609830	0.170204	0.078657	0.968748	0.523198	0.741231	0.959865	0.149930	0.315720	0.787755	0.281183	0.474817	0.888802	0.537563	0.529990	0.980653	0.397664	0.499576	0.980143	0.542441	0.228957	0.429076	0.609636	0.684806	0.634608	0.619701	0.624144	0.308729	0.737187	0.759715	0.404372	0.463097	0.027180	0.774798	0.787721	0.280602	0.633138	0.498971	0.620306	0.252803	0.550885	0.989240	0.475195	0.039957	0.025502	0.373072	0.884874	0.091822	0.004350	0.341374	0.693004	0.226305	0.239337	0.435269	0.714714	0.374969	0.259204	0.438265	0.195484	0.978098	0.732106	0.472612	0.946408	0.957844	0.945039	0.905106	0.426254	0.508318	0.784494	0.151064	0.592093	0.143109	0.733918	0.634921	0.403395	0.644530	0.757846	0.045004	0.778569	0.688558	0.947613	0.173915	0.384004	0.887924	0.626577	0.425881	0.440052	0.124279	0.020587	0.248937	0.350288	0.214469	0.224581	0.726857	0.256662	0.515278	0.352274	0.930939	0.778932	0.905905	0.366948	0.868396	0.269677	0.111437	0.138611	0.389269	0.395616	0.032863	0.652730	0.796935	0.800109	0.236058	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000
144	0.432726	0.782801	0.527841	0.982206	0.982706	0.391797	0.611440	0.007988	0.131283	0.450316	0.068979	0.369987	0.320584	0.063584	0.590768	0.273974	0.951262	0.543134	0.314725	0.482523	0.381068	0.452254	0.988808	0.663639	0.096210	0.716653	0.259696	0.368118	0.786466	0.832301	0.285229	0.151775	0.363818	0.107624	0.121041	0.908580	0.030052	0.924678	0.725147	0.286364	0.245290	0.900599	0.324077	0.596592	0.203001	0.086537	0.788639	0.834110	0.185017	0.682015	0.147987	0.578132	0.528418	0.098658	0.921516	0.930843	0.556178	0.572290	0.188552	0.365883	0.809503	0.519344	0.673313	0.939677	0.603841	0.612896	0.489135	0.869867	0.090511	0.126572	0.558348	0.060031	0.178958	0.470726	0.871967	0.359520	0.470349	0.457633	0.108561	0.896988	0.024541	0.305099	0.318715	0.331487	0.258784	0.319112	0.412934	0.613111	0.966434	0.716276	0.721549	0.334948	0.719647	0.206456	0.526634	0.448188	0.661965	0.721842	0.286871	0.661557	0.036823	0.862949	0.076068	0.405779	0.606390	0.675737	0.626376	0.152288	0.605993	0.833867	0.310026	0.901128	0.840618	0.216741	0.016047	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000
145	0.500087	0.630564	0.917898	0.385187	0.541262	0.269083	0.828169	0.409529	0.542979	0.494932	0.193881	0.752044	0.021641	0.912596	0.077104	0.526564	0.522241	0.631984	0.798439	0.042722	0.967515	0.605221	0.296417	0.604553	0.789724	0.757591	0.078889	0.551922	0.677857	0.254536	0.518578	0.035280	0.799394	0.916628	0.507852	0.771547	0.935045	0.703599	0.842232	0.991104	0.571984	0.983606	0.177045	0.943612	0.936276	0.252586	0.418116	0.837029	0.425227	0.798352	0.796912	0.775396	0.895300	0.813415	0.395160	0.634168	0.506912	0.847169	0.971543	0.357880	0.229020	0.733382	0.079058	0.072307	0.402756	0.789529	0.716488	0.574919	0.058059	0.587583	0.264663	0.516560	0.758362	0.659311	0.791641	0.802661	0.710026	0.559962	0.024183	0.515226	0.496343	0.740188	0.976333	0.451408	0.210759	0.188370	0.842479	0.589341	0.058791	0.484116	0.356001	0.965979	0.172689	0.375585	0.856010	0.326659	0.566019	0.471528	0.299419	0.713976	0.691787	0.987978	0.026306	0.122249	0.949424	0.151060	0.402815	0.937811	0.101644	0.424841	0.362784	0.727155	0.620467	0.149133	0.391418	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000
146	0.206599	0.179976	0.534414	0.907857	0.007476	0.000018	0.228483	0.183137	0.846213	0.091552	0.386657	0.648740	0.162960	0.934045	0.398177	0.318372	0.308076	0.560783	0.845109	0.541277	0.489067	0.555572	0.240352	0.005696	0.602043	0.386278	0.046413	0.133636	0.377300	0.260400	0.364935	0.190908	0.080086	0.161781	0.990420	0.852869	0.933525	0.036139	0.805845	0.186559	0.869667	0.122904	0.329138	0.611468	0.279984	0.386402	0.363635	0.201625	0.523128	0.590030	0.072043	0.301868	0.051084	0.092641	0.701590	0.027221	0.079363	0.552200	0.956851	0.228077	0.124259	0.286672	0.240340	0.295599	0.440304	0.614399	0.305415	0.742782	0.543359	0.672509	0.513757	0.097489	0.735522	0.821700	0.485175	0.085385	0.389255	0.450522	0.857819	0.433677	0.553733	0.636707	0.114576	0.987096	0.592766	0.272902	0.944608	0.024576	0.501436	0.547374	0.942576	0.996111	0.521980	0.584767	0.544931	0.177203	0.110178	0.399153	0.721713	0.932331	0.942643	0.167243	0.976251	0.892470	0.334262	0.945775	0.258545	0.349204	0.999852	0.197397	0.720768	0.278509	0.692137	0.047013	0.537541	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000
147	0.263788	0.119006	0.255557	0.155553	0.009635	0.440173	0.771330	0.651742	0.308683	0.406584	0.256786	0.532138	0.691613	0.714362	0.001133	0.768107	0.558732	0.867845	0.496484	0.807142	0.449305	0.665282	0.239026	0.034103	0.523708	0.020101	0.934040	0.710460	0.843132	0.296723	0.835159	0.491723	0.571501	0.431055	0.628274	0.468241	0.701834	0.822974	0.613993	0.648736	0.742991	0.172882	0.060910	0.569959	0.031630	0.210305	0.670527	0.649047	0.086720	0.313155	0.035675	0.663525	0.622978	0.326682	0.169095	0.284291	0.506606	0.896703	0.009680	0.980610	0.223285	0.840123	0.369702	0.724256	0.763710	0.802560	0.227653	0.781036	0.941659	0.548867	0.213235	0.437499	0.475809	0.268718	0.097388	0.877358	0.184261	0.669000	0.445414	0.532747	0.448019	0.040383	0.982722	0.223637	0.518251	0.517451	0.995208	0.176092	0.147411	0.374909	0.710494	0.209557	0.127364	0.753642	0.386740	0.645976	0.337311	0.686205	0.707286	0.837708	0.497391	0.474144	0.478464	0.917654	0.124881	0.038069	0.901865	0.694748	0.345920	0.202806	0.000661	0.677325	0.588169	0.979013	0.237018	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
148	0.267629	0.535738	0.863269	0.540706	0.414508	0.170172	0.357669	0.842522	0.901211	0.620597	0.354836	0.871183	0.421699	0.736036	0.123724	0.023021	0.669850	0.799917	0.586926	0.857269	0.186980	0.098430	0.782263	0.143710	0.734470	0.633669	0.846248	0.373257	0.712659	0.399931	0.964462	0.532638	0.607895	0.588509	0.960192	0.083444	0.263904	0.427473	0.747624	0.928405	0.564397	0.924953	0.259981	0.163810	0.336616	0.450208	0.203434	0.057856	0.166167	0.722525	0.487318	0.683409	0.534092	0.044959	0.871776	0.972779	0.439688	0.916058	0.236556	0.478073	0.266556	0.270588	0.056059	0.041608	0.880490	0.774144	0.714117	0.404808	0.600779	0.562432	0.312191	0.620756	0.887977	0.055853	0.287643	0.395600	0.752173	0.115745	0.083818	0.681676	0.453241	0.417159	0.506215	0.307817	0.340168	0.446899	0.158547	0.740595	0.269282	0.355264	0.123417	0.995656	0.997706	0.748704	0.616520	0.225775	0.529552	0.142150	0.657416	0.138271	0.879371	0.531022	0.638943	0.076231	0.534284	0.771285	0.743493	0.182446	0.924176	0.793289	0.826438	0.097527	0.242433	0.706456	0.922334	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000
149	0.136895	0.191250	0.172961	0.521821	0.290603	0.395661	0.433605	0.097386	0.899988	0.405362	0.592548	0.272365	0.453128	0.766693	0.711181	0.673342	0.781574	0.840689	0.430703	0.565917	0.609934	0.410750	0.056079	0.419923	0.331598	0.946426	0.304267	0.773206	0.742851	0.151473	0.349534	0.970212	0.876474	0.150272	0.617082	0.689786	0.225389	0.199176	0.523780	0.061405	0.688888	0.547088	0.169162	0.147301	0.200083	0.604706	0.592168	0.687056	0.399334	0.089179	0.433150	0.568659	0.444489	0.587092	0.778171	0.168148	0.878914	0.719898	0.993214	0.592087	0.854904	0.590046	0.026655	0.186670	0.722781	0.663062	0.228612	0.982876	0.273095	0.936598	0.112373	0.337909	0.748051	0.536818	0.055644	0.858428	0.948995	0.914238	0.182053	0.488403	0.632145	0.444487	0.246244	0.443623	0.166529	0.459305	0.700991	0.425646	0.325343	0.513841	0.120836	0.122693	0.433374	0.258960	0.598240	0.836367	0.546492	0.143105	0.685070	0.719621	0.407282	0.921566	0.821336	0.139545	0.582025	0.925603	0.475357	0.487512	0.221767	0.568027	0.735929	0.211877	0.218867	0.149648	0.410273	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000
150	0.708098	0.928936	0.723571	0.205968	0.172992	0.464167	0.325073	0.908352	0.597152	0.103132	0.430756	0.108583	0.351118	0.072191	0.387002	0.046206	0.552836	0.151971	0.891761	0.221170	0.649882	0.415020	0.846386	0.522316	0.948149	0.835286	0.586984	0.488102	0.503381	0.856916	0.382039	0.704022	0.055082	0.467285	0.858805	0.648740	0.774098	0.261703	0.937496	0.615756	0.485231	0.644834	0.179246	0.923192	0.005292	0.041056	0.942480	0.684302	0.813091	0.864924	0.898275	0.330184	0.864034	0.197574	0.004627	0.825683	0.300047	0.364657	0.894576	0.750609	0.969385	0.172079	0.093495	0.364287	0.822086	0.170425	0.420335	0.809035	0.596316	0.944360	0.000965	0.323351	0.448762	0.494980	0.789128	0.337691	0.529111	0.145138	0.888420	0.334471	0.899683	0.956206	0.928329	0.597361	0.703481	0.974818	0.927675	0.865540	0.767996	0.497839	0.525217	0.470684	0.203198	0.776454	0.733014	0.880341	0.331734	0.392065	0.329970	0.691930	0.687501	0.545786	0.727384	0.862696	0.866077	0.935844	0.092061	0.045083	0.639985	0.389816	0.467629	0.497180	0.836908	0.495908	0.116628	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000
151	0.003834	0.575594	0.991712	0.744907	0.837816	0.036698	0.007811	0.335680	0.167065	0.664615	0.197817	0.742980	0.991091	0.167128	0.974536	0.440964	0.275911	0.734680	0.455882	0.634132	0.251570	0.603053	0.573924	0.437438	0.441424	0.786981	0.844868	0.919884	0.083732	0.178456	0.569360	0.738430	0.060790	0.814629	0.615797	0.678479	0.233895	0.834169	0.148864	0.718754	0.641847	0.082820	0.555642	0.849031	0.704719	0.713712	0.792202	0.322204	0.219321	0.607286	0.993536	0.520685	0.102476	0.790162	0.313610	0.967939	0.715407	0.792806	0.927274	0.271526	0.290004	0.942018	0.858401	0.107716	0.818985	0.368933	0.515003	0.423210	0.292278	0.999437	0.313146	0.574016	0.646311	0.840662	0.248779	0.430310	0.355609	0.479005	0.816297	0.218209	0.064156	0.453695	0.158905	0.623449	0.811897	0.062318	0.696441	0.038085	0.909065	0.135601	0.422467	0.075911	0.788688	0.960248	0.698740	0.653878	0.383019	0.596306	0.644982	0.327620	0.669335	0.613654	0.063270	0.920074	0.085734	0.683659	0.749005	0.268790	0.439716	0.395098	0.565599	0.692383	0.507521	0.870982	0.011295	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000
152	0.775783	0.054585	0.563092	0.934709	0.932586	0.405082	0.512876	0.656084	0.205017	0.693334	0.151977	0.678606	0.699392	0.416028	0.480384	0.292275	0.132745	0.374496	0.491940	0.484563	0.950689	0.659638	0.139114	0.770838	0.849429	0.904740	0.630118	0.578676	0.399697	0.819758	0.604392	0.892255	0.361581	0.603037	0.779558	0.265915	0.564728	0.147668	0.285434	0.960397	0.830237	0.942412	0.760977	0.159022	0.643711	0.834992	0.434200	0.365749	0.753340	0.447387	0.141782	0.291178	0.198559	0.255808	0.174494	0.665471	0.720088	0.725707	0.695589	0.072781	0.948108	0.842847	0.009846	0.069910	0.129466	0.551972	0.030114	0.208205	0.468217	0.672040	0.003169	0.426498	0.871959	0.054046	0.484740	0.456652	0.692442	0.577855	0.066970	0.224949	0.879308	0.485389	0.332918	0.499287	0.711431	0.817233	0.420979	0.622138	0.183447	0.053430	0.214158	0.932635	0.634850	0.653185	0.470056	0.850928	0.366353	0.438934	0.701053	0.750536	0.807272	0.629490	0.122555	0.414668	0.214181	0.791593	0.614080	0.172094	0.107395	0.736469	0.152490	0.120910	0.392764	0.052399	0.051550	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000
153	0.838816	0.135655	0.974928	0.948897	0.322589	0.768725	0.344259	0.795350	0.017696	0.600788	0.486572	0.792818	0.768842	0.711166	0.271508	0.013735	0.246048	0.068671	0.469056	0.060704	0.421495	0.081029	0.480732	0.843901	0.404996	0.941542	0.483062	0.313775	0.694464	0.295740	0.894344	0.363580	0.986974	0.167296	0.519892	0.243859	0.406085	0.613974	0.559421	0.310668	0.309825	0.627069	0.009157	0.584251	0.623194	0.464592	0.177132	0.156167	0.107589	0.994885	0.262673	0.310424	0.803566	0.695169	0.339660	0.274092	0.028053	0.946935	0.842895	0.984527	0.254950	0.009003	0.407428	0.661319	0.404260	0.777421	0.537252	0.895354	0.533002	0.353661	0.796792	0.166704	0.780324	0.126601	0.761980	0.817871	0.242098	0.074116	0.880272	0.649006	0.949983	0.375493	0.594314	0.805700	0.702923	0.957009	0.686604	0.537915	0.293704	0.663509	0.126244	0.927515	0.440507	0.475477	0.704825	0.936222	0.250775	0.107311	0.736711	0.054646	0.081915	0.505276	0.133431	0.787685	0.363010	0.960825	0.189232	0.735042	0.576006	0.918718	0.080600	0.909541	0.557210	0.052731	0.820988	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
154	0.171386	0.619315	0.996385	0.287077	0.437856	0.093536	0.498199	0.904389	0.999287	0.290436	0.202014	0.766264	0.391842	0.608357	0.075517	0.260089	0.676003	0.346653	0.554443	0.476610	0.984681	0.585462	0.713160	0.084079	0.859567	0.079865	0.396726	0.982996	0.015051	0.330414	0.472672	0.579883	0.424545	0.188141	0.045675	0.994182	0.281079	0.739981	0.584124	0.703672	0.419262	0.976317	0.688244	0.445426	0.556904	0.008705	0.484754	0.641061	0.768080	0.054135	0.722633	0.402683	0.469524	0.998480	0.202389	0.072777	0.660911	0.614434	0.648192	0.715684	0.190102	0.868778	0.165402	0.873970	0.803713	0.566885	0.921374	0.769622	0.762219	0.582660	0.414762	0.805742	0.052950	0.211086	0.044967	0.186144	0.658408	0.856714	0.834473	0.593601	0.066577	0.394853	0.713324	0.775169	0.540401	0.305302	0.562633	0.023275	0.679888	0.264327	0.038865	0.686344	0.697394	0.909791	0.488929	0.710327	0.904253	0.605988	0.940078	0.320750	0.286752	0.063756	0.770090	0.958957	0.033305	0.513540	0.246751	0.773644	0.706617	0.769026	0.816336	0.849475	0.094182	0.945064	0.250599	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000
155	0.626524	0.639072	0.121136	0.417238	0.544668	0.546121	0.984279	0.304192	0.274867	0.198785	0.114539	0.743833	0.544104	0.287953	0.454109	0.825754	0.062117	0.842448	0.676622	0.499180	0.670153	0.531160	0.080008	0.446623	0.657692	0.798571	0.801010	0.044720	0.190090	0.351409	0.490834	0.446013	0.712814	0.484587	0.933225	0.588773	0.342311	0.783455	0.945810	0.024940	0.826754	0.493316	0.528667	0.162944	0.538794	0.200810	0.492585	0.910501	0.771034	0.357879	0.451254	0.163712	0.477969	0.946952	0.214830	0.033418	0.557685	0.782241	0.429824	0.342890	0.205276	0.708469	0.692465	0.210283	0.482452	0.565465	0.288529	0.263865	0.903392	0.156939	0.814758	0.754310	0.913924	0.274571	0.068084	0.613679	0.070498	0.068142	0.204972	0.201340	0.172358	0.892766	0.112001	0.631347	0.400999	0.746878	0.887253	0.562136	0.575139	0.926651	0.833970	0.289719	0.913070	0.029004	0.224411	0.659539	0.132286	0.122858	0.219550	0.432082	0.015285	0.762746	0.277183	0.931912	0.615337	0.674712	0.231372	0.627476	0.876852	0.113598	0.130015	0.360498	0.296180	0.840164	0.859949	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000
156	0.142307	0.875073	0.218648	0.190266	0.394365	0.819530	0.035965	0.767522	0.615923	0.585594	0.915462	0.595778	0.664079	0.721980	0.542407	0.567590	0.952160	0.038674	0.306299	0.927722	0.985323	0.595984	0.454344	0.679967	0.671693	0.882968	0.970399	0.763686	0.826068	0.148682	0.180279	0.107502	0.434392	0.700032	0.413078	0.821589	0.896347	0.595080	0.990660	0.000170	0.495695	0.575448	0.865291	0.131503	0.756161	0.240085	0.980279	0.776173	0.170243	0.048430	0.777273	0.164154	0.194111	0.939860	0.200661	0.217016	0.845093	0.920517	0.964192	0.007047	0.862892	0.476987	0.424570	0.061052	0.969129	0.761960	0.861459	0.826288	0.950687	0.781368	0.768326	0.327205	0.974789	0.514337	0.008306	0.667090	0.643032	0.047522	0.212570	0.024743	0.977822	0.407038	0.099343	0.442193	0.744211	0.786899	0.638389	0.605231	0.076644	0.883171	0.363146	0.246178	0.372431	0.836350	0.954748	0.061824	0.885049	0.083463	0.588436	0.417206	0.903027	0.478206	0.681355	0.296215	0.996245	0.678352	0.909837	0.043518	0.207384	0.768443	0.796020	0.250947	0.678065	0.871169	0.324553	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000
157	0.305386	0.804477	0.889248	0.987428	0.198654	0.964471	0.194914	0.188670	0.581359	0.767917	0.685357	0.648133	0.906564	0.118730	0.665851	0.513275	0.890982	0.123172	0.048830	0.351581	0.059551	0.539314	0.836077	0.514338	0.991146	0.139948	0.675426	0.894557	0.460862	0.421673	0.829128	0.260298	0.962566	0.231469	0.136669	0.654974	0.138901	0.908097	0.186537	0.451457	0.621071	0.982135	0.501171	0.163223	0.299266	0.689879	0.238728	0.299736	0.228856	0.016533	0.165810	0.708699	0.807983	0.549871	0.237376	0.912417	0.827601	0.959052	0.578741	0.869855	0.720394	0.206881	0.077039	0.604444	0.267359	0.459492	0.322413	0.300475	0.964649	0.541528	0.533120	0.628353	0.316182	0.538690	0.597405	0.835774	0.291332	0.603680	0.075660	0.523598	0.465720	0.587909	0.720984	0.573039	0.730059	0.010546	0.962205	0.358991	0.904176	0.391356	0.885057	0.499360	0.383064	0.043588	0.051905	0.436819	0.364246	0.774717	0.693912	0.271419	0.585027	0.812095	0.078032	0.525664	0.081485	0.199363	0.271608	0.292043	0.880157	0.467866	0.957276	0.747466	0.253524	0.585038	0.734949	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000
158	0.187681	0.438211	0.944036	0.024238	0.013749	0.809484	0.875093	0.969159	0.152648	0.340171	0.414564	0.914037	0.667831	0.572548	0.277373	0.970602	0.045892	0.748651	0.984480	0.835906	0.324002	0.770861	0.149829	0.393183	0.830261	0.952394	0.457098	0.076278	0.805329	0.217392	0.556908	0.245376	0.797353	0.346046	0.017459	0.884421	0.765204	0.573512	0.694845	0.103567	0.446312	0.379301	0.784082	0.860453	0.006339	0.184224	0.120430	0.840491	0.077454	0.296648	0.829348	0.813158	0.217453	0.601301	0.182973	0.439642	0.174286	0.692616	0.135528	0.830918	0.883600	0.540232	0.899114	0.241779	0.157951	0.245975	0.451530	0.338886	0.841643	0.829783	0.785649	0.222026	0.862394	0.842758	0.478844	0.649689	0.792087	0.472847	0.319352	0.233759	0.708953	0.771044	0.129233	0.004519	0.438880	0.239935	0.562517	0.105191	0.487891	0.594673	0.180694	0.064043	0.402663	0.261560	0.629378	0.170896	0.939906	0.698903	0.421634	0.297918	0.414498	0.523782	0.410660	0.909766	0.591473	0.557412	0.317726	0.737897	0.714894	0.470123	0.845040	0.415126	0.533957	0.023928	0.536549	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000
159	0.986484	0.837171	0.681025	0.617258	0.275900	0.857649	0.251394	0.102065	0.090650	0.710376	0.894776	0.802270	0.837333	0.837816	0.726089	0.146856	0.714716	0.114722	0.981480	0.979030	0.126248	0.731114	0.082923	0.670184	0.445325	0.766736	0.386137	0.291785	0.997411	0.363232	0.343930	0.886200	0.483984	0.984645	0.759108	0.016572	0.201620	0.928534	0.326215	0.293361	0.184795	0.015772	0.822503	0.791820	0.939754	0.306841	0.728042	0.784631	0.972257	0.186155	0.200760	0.993807	0.669603	0.781773	0.480793	0.156017	0.274514	0.517322	0.902538	0.532217	0.091438	0.403185	0.071926	0.528800	0.130509	0.286603	0.277687	0.216073	0.594387	0.448118	0.059977	0.225805	0.543650	0.779715	0.532845	0.093038	0.772855	0.533886	0.254247	0.414409	0.635734	0.322117	0.136327	0.005939	0.066554	0.227285	0.787189	0.663515	0.291475	0.527371	0.205033	0.388224	0.241157	0.758967	0.924012	0.468330	0.378832	0.489266	0.703906	0.304301	0.156396	0.774428	0.847517	0.079021	0.259613	0.622947	0.100156	0.217495	0.274760	0.295746	0.638636	0.134445	0.962211	0.516544	0.821400	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000
160	0.845436	0.909699	0.090171	0.818025	0.811493	0.504330	0.973961	0.956437	0.184483	0.054866	0.706132	0.714760	0.037509	0.749945	0.640071	0.178117	0.856015	0.994556	0.235764	0.455678	0.566821	0.358680	0.809119	0.181797	0.584067	0.289544	0.562367	0.507607	0.514434	0.366192	0.780946	0.135241	0.841250	0.616415	0.166544	0.936832	0.711708	0.235537	0.384307	0.321428	0.944240	0.782554	0.075798	0.815740	0.544016	0.388451	0.499900	0.074720	0.808539	0.253195	0.767620	0.560268	0.591142	0.117403	0.559430	0.797907	0.266659	0.033028	0.099819	0.287127	0.797219	0.097582	0.815508	0.961207	0.695128	0.366278	0.841336	0.261184	0.696701	0.227784	0.645239	0.197279	0.916751	0.865287	0.844407	0.232870	0.366179	0.012183	0.119627	0.398211	0.187713	0.926009	0.278153	0.176206	0.135465	0.543742	0.256455	0.021911	0.328402	0.105672	0.410075	0.458503	0.013030	0.372457	0.682004	0.955031	0.321171	0.970111	0.605592	0.256822	0.013929	0.513013	0.181694	0.722221	0.703779	0.482850	0.269829	0.953343	0.161261	0.671615	0.535041	0.690824	0.180377	0.889549	0.810643	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
