key	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100	x101	x102	x103	x104	x105	x106	x107	x108	x109	x110	x111	x112	x113	x114	x115	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23
62	0.541944	0.561598	0.362574	0.515525	0.234383	0.161275	0.976290	0.532962	0.049278	0.948861	0.006976	0.678656	0.122287	0.839489	0.982412	0.885375	0.318388	0.458693	0.230721	0.477578	0.659527	0.470096	0.771037	0.294588	0.299200	0.637836	0.172928	0.189619	0.956727	0.814387	0.919859	0.589159	0.426544	0.533596	0.696687	0.815147	0.551071	0.030212	0.457273	0.456543	0.313969	0.088096	0.239483	0.404645	0.570980	0.812473	0.778587	0.991901	0.462093	0.850843	0.847562	0.293160	0.854762	0.216183	0.497048	0.225956	0.452056	0.633344	0.542442	0.872620	0.912726	0.620014	0.567490	0.337040	0.015496	0.064823	0.644105	0.696692	0.821840	0.570145	0.004636	0.464172	0.775562	0.982322	0.324085	0.572484	0.394238	0.293924	0.784251	0.467493	0.468491	0.566309	0.101211	0.658831	0.295807	0.411220	0.824843	0.919864	0.381450	0.384059	0.101922	0.813013	0.707985	0.067968	0.587529	0.370227	0.221651	0.878788	0.841558	0.874221	0.070912	0.994549	0.012780	0.970127	0.292229	0.757062	0.363581	0.191925	0.491120	0.435299	0.388283	0.898485	0.579516	0.599222	0.010196	0.984556	0.302290	0.614493	0.249155	0.673969	0.979456	0.606615	0.664302	0.360319	0.405132	0.213616	0.690162	0.983022	0.841638	0.872319	0.641534	0.542016	0.931633	0.793131	0.857797	0.778513	0.116115	0.657313
63	0.522097	0.582463	0.864849	0.473737	0.800542	0.873299	0.090294	0.203823	0.851450	0.284677	0.186507	0.570946	0.223332	0.242355	0.573840	0.928292	0.077556	0.413605	0.452909	0.498374	0.754928	0.286634	0.639696	0.516747	0.931268	0.142727	0.886774	0.853839	0.389047	0.455864	0.522345	0.115457	0.457379	0.632182	0.475885	0.787369	0.576451	0.268895	0.048637	0.717910	0.783105	0.140997	0.833065	0.038088	0.199995	0.474188	0.867611	0.831281	0.819325	0.961129	0.768823	0.477993	0.648238	0.025360	0.002092	0.384920	0.508784	0.923072	0.984075	0.487599	0.234115	0.250527	0.630773	0.718383	0.033378	0.276577	0.388362	0.296433	0.978747	0.649112	0.961507	0.147755	0.344441	0.604681	0.251739	0.527693	0.318505	0.901011	0.015530	0.327783	0.217122	0.340923	0.286330	0.948678	0.054711	0.782304	0.395056	0.554364	0.991943	0.720569	0.224092	0.075124	0.265660	0.870194	0.436485	0.962802	0.983657	0.460678	0.824320	0.892652	0.552152	0.864156	0.700240	0.053925	0.355682	0.238126	0.687833	0.415578	0.368290	0.664356	0.917611	0.587423	0.929026	0.378813	0.317766	0.239743	0.647833	0.170110	0.016309	0.793098	0.029597	0.186456	0.728184	0.946355	0.803111	0.564204	0.202619	0.013020	0.206463	0.976383	0.013545	0.583881	0.743709	0.430390	0.034594	0.829196	0.655971	0.450516
64	0.142210	0.303082	0.390373	0.402737	0.139923	0.776213	0.418149	0.390487	0.939046	0.385443	0.745156	0.547027	0.742734	0.766139	0.380313	0.417143	0.153948	0.010092	0.286241	0.421555	0.472089	0.077001	0.960565	0.813870	0.022415	0.064435	0.376822	0.563873	0.286670	0.319607	0.600476	0.700412	0.086076	0.471865	0.411475	0.974045	0.752048	0.671906	0.967768	0.781984	0.859501	0.855864	0.685676	0.534246	0.592217	0.569185	0.467757	0.563740	0.060888	0.891734	0.314041	0.354391	0.399060	0.365634	0.563355	0.326348	0.081368	0.298144	0.980407	0.916097	0.007394	0.265647	0.910384	0.699290	0.588566	0.555000	0.688943	0.262563	0.624682	0.030736	0.299776	0.323639	0.362855	0.289866	0.120028	0.024955	0.171676	0.213724	0.911664	0.661839	0.147947	0.278326	0.321169	0.044852	0.197371	0.503824	0.515340	0.385675	0.177830	0.993774	0.724167	0.772015	0.471072	0.654217	0.621803	0.465385	0.070518	0.905587	0.286103	0.549371	0.116349	0.876591	0.317251	0.107750	0.433041	0.772956	0.339987	0.464894	0.723641	0.095511	0.917144	0.383965	0.260981	0.188417	0.247367	0.099217	0.034781	0.460041	0.416504	0.413855	0.863644	0.661807	0.110540	0.916014	0.603724	0.759869	0.548206	0.622701	0.699813	0.091682	0.533186	0.014544	0.194378	0.293498	0.952375	0.721772	0.837384	0.269972
65	0.438183	0.333828	0.577931	0.625792	0.733854	0.070556	0.939211	0.209437	0.798442	0.176367	0.988730	0.010981	0.932753	0.528570	0.036516	0.975568	0.823884	0.309995	0.618363	0.009246	0.351767	0.937237	0.403789	0.306959	0.338097	0.657108	0.136572	0.338983	0.253058	0.249954	0.293480	0.937828	0.533099	0.486094	0.817962	0.191016	0.294128	0.183310	0.797935	0.327009	0.705313	0.355591	0.985452	0.391717	0.897498	0.450751	0.918575	0.381014	0.570509	0.817897	0.508853	0.704501	0.137165	0.112328	0.331398	0.553330	0.052101	0.612871	0.865722	0.856055	0.721778	0.151372	0.365288	0.815192	0.707642	0.182255	0.430917	0.871097	0.561476	0.429366	0.938655	0.910993	0.991038	0.602788	0.369389	0.364274	0.141301	0.457663	0.111129	0.594894	0.782421	0.249451	0.892333	0.686363	0.631735	0.564263	0.681085	0.860995	0.757339	0.310518	0.067595	0.442220	0.235043	0.357936	0.861396	0.897914	0.942098	0.706461	0.022381	0.617288	0.208990	0.359856	0.082450	0.341277	0.378525	0.969928	0.452805	0.306702	0.661509	0.472380	0.063376	0.694292	0.641597	0.047711	0.026911	0.361700	0.167131	0.125886	0.540657	0.880104	0.650230	0.812216	0.101992	0.459057	0.449805	0.188649	0.098554	0.534924	0.628385	0.935405	0.840660	0.035161	0.780283	0.347282	0.366993	0.305095	0.117342	0.445771
66	0.232237	0.522384	0.011994	0.478538	0.252176	0.074400	0.091613	0.209752	0.497824	0.021243	0.452086	0.682779	0.131069	0.095645	0.717323	0.429783	0.108498	0.180143	0.601719	0.169494	0.721577	0.933723	0.119302	0.298690	0.682004	0.209196	0.617954	0.241015	0.165695	0.106607	0.876570	0.176945	0.148032	0.493400	0.263921	0.429300	0.768643	0.543094	0.899724	0.931422	0.256701	0.706593	0.277454	0.023901	0.424224	0.647288	0.110341	0.439028	0.888595	0.782567	0.611513	0.801654	0.711104	0.832530	0.531532	0.898326	0.973309	0.912151	0.848693	0.538154	0.073605	0.158158	0.705220	0.078954	0.224360	0.065458	0.319705	0.115884	0.277659	0.554205	0.592265	0.374963	0.600709	0.633744	0.503455	0.467817	0.581968	0.164276	0.056220	0.727999	0.255461	0.211475	0.425155	0.570402	0.476224	0.241877	0.600974	0.659225	0.510840	0.908235	0.828153	0.005879	0.862273	0.428531	0.205299	0.804738	0.376078	0.972112	0.599517	0.483479	0.830584	0.801714	0.250789	0.872255	0.695456	0.382758	0.215971	0.693241	0.468224	0.982741	0.529003	0.784882	0.965373	0.897263	0.715146	0.162724	0.469087	0.497045	0.932206	0.711652	0.819656	0.053710	0.917422	0.760339	0.537792	0.888312	0.607278	0.226825	0.737593	0.211497	0.952458	0.915390	0.930080	0.385792	0.598115	0.138946	0.305948	0.935075
67	0.509226	0.344486	0.483129	0.551307	0.054192	0.941877	0.192573	0.263222	0.932289	0.122786	0.024692	0.956906	0.579499	0.412402	0.289248	0.085675	0.784109	0.212571	0.210623	0.785627	0.325313	0.231051	0.160707	0.097007	0.995902	0.248649	0.105062	0.789841	0.751206	0.245684	0.338472	0.157941	0.930630	0.162358	0.968133	0.067767	0.092341	0.243087	0.326919	0.418445	0.975663	0.283822	0.071398	0.013758	0.881090	0.217671	0.777223	0.155955	0.719161	0.198501	0.887094	0.787338	0.203110	0.532081	0.608910	0.500945	0.119754	0.330812	0.163399	0.176767	0.176073	0.263924	0.460209	0.216483	0.773663	0.053808	0.757399	0.162166	0.330520	0.527326	0.975669	0.446077	0.948722	0.103421	0.530649	0.838074	0.307094	0.034144	0.543953	0.312189	0.960599	0.653829	0.330432	0.416507	0.260808	0.834013	0.218556	0.156106	0.558421	0.713215	0.919424	0.623773	0.097849	0.018011	0.738578	0.198259	0.273955	0.723808	0.132179	0.885856	0.570855	0.069553	0.771014	0.544091	0.329593	0.947931	0.499338	0.682257	0.155120	0.220165	0.673271	0.823507	0.470355	0.272179	0.484673	0.365474	0.950944	0.356558	0.250273	0.462437	0.251069	0.248909	0.832156	0.569085	0.225126	0.077689	0.553038	0.213715	0.150784	0.743474	0.483115	0.820742	0.785186	0.656903	0.316596	0.784445	0.266310	0.477908
68	0.646722	0.068414	0.817763	0.466649	0.703567	0.645049	0.182316	0.855150	0.696699	0.932332	0.348079	0.597879	0.046653	0.178442	0.394488	0.248758	0.263950	0.799507	0.575098	0.770216	0.728745	0.149915	0.074540	0.192499	0.039603	0.551681	0.988157	0.791328	0.234681	0.463578	0.108578	0.313709	0.033337	0.559420	0.652391	0.217865	0.362819	0.896648	0.184832	0.207442	0.476997	0.322794	0.623229	0.364806	0.064536	0.710821	0.646206	0.441024	0.029088	0.481659	0.121850	0.232813	0.033107	0.691256	0.810857	0.764006	0.827157	0.130610	0.338294	0.711061	0.215932	0.866743	0.179530	0.043273	0.116389	0.029019	0.699241	0.444512	0.351976	0.409124	0.254309	0.917774	0.188069	0.589613	0.095708	0.534518	0.148079	0.913198	0.280077	0.218537	0.774812	0.765346	0.434346	0.627344	0.729458	0.842770	0.741043	0.951010	0.975697	0.424435	0.367292	0.330181	0.903658	0.360864	0.549030	0.536413	0.109851	0.863171	0.339250	0.794454	0.705829	0.879336	0.440382	0.062881	0.190336	0.435146	0.883552	0.327328	0.591299	0.641417	0.370296	0.364979	0.356230	0.131780	0.328574	0.259677	0.742976	0.397802	0.142444	0.630000	0.577180	0.613561	0.616157	0.639678	0.158817	0.667856	0.342847	0.310734	0.520554	0.525427	0.166833	0.208196	0.901429	0.766028	0.648984	0.132610	0.216002	0.160754
69	0.255327	0.700455	0.639092	0.320581	0.919720	0.146406	0.408415	0.534291	0.051379	0.568176	0.152835	0.713699	0.194452	0.373816	0.503053	0.780019	0.094427	0.718070	0.450040	0.197753	0.707721	0.416307	0.289406	0.082657	0.238726	0.327254	0.673040	0.786492	0.264083	0.736931	0.505543	0.694071	0.040887	0.792542	0.927141	0.436940	0.705170	0.679165	0.385019	0.933402	0.752138	0.518361	0.167651	0.090930	0.754459	0.998394	0.210332	0.464138	0.750808	0.502352	0.532428	0.614797	0.815416	0.382567	0.988747	0.527012	0.051321	0.490680	0.972216	0.436618	0.871559	0.865901	0.805837	0.429234	0.008408	0.077398	0.901267	0.407144	0.631372	0.974794	0.387415	0.598695	0.123317	0.091854	0.805416	0.940624	0.032621	0.163815	0.072365	0.202922	0.137526	0.966528	0.547898	0.280505	0.249754	0.912866	0.362823	0.132813	0.469067	0.171638	0.969580	0.467545	0.214438	0.086032	0.404007	0.223247	0.208111	0.785120	0.645430	0.284472	0.549720	0.513717	0.077222	0.276838	0.509404	0.174322	0.589495	0.070690	0.839798	0.850808	0.740716	0.819964	0.780029	0.104383	0.987432	0.484985	0.822254	0.901272	0.115800	0.149222	0.127091	0.886078	0.610484	0.462183	0.835127	0.482561	0.116478	0.798285	0.950975	0.667777	0.947442	0.116486	0.203666	0.953296	0.866255	0.445649	0.770817	0.452853
70	0.129700	0.242027	0.241772	0.173547	0.015751	0.718600	0.379354	0.696955	0.632471	0.133472	0.627199	0.683553	0.612841	0.251470	0.745693	0.421724	0.609016	0.256315	0.446395	0.101569	0.797359	0.062113	0.163821	0.459514	0.194090	0.456103	0.803124	0.934912	0.812390	0.374960	0.111194	0.545440	0.710035	0.818312	0.732126	0.401497	0.138128	0.838364	0.896094	0.272143	0.278192	0.488254	0.559806	0.289200	0.041005	0.981358	0.473552	0.316636	0.223546	0.044319	0.704640	0.480473	0.032993	0.110191	0.793458	0.465242	0.311956	0.012418	0.746755	0.325512	0.278278	0.020580	0.513746	0.793409	0.427396	0.961845	0.994175	0.482221	0.871633	0.759675	0.178909	0.626438	0.299672	0.041315	0.705951	0.636161	0.942884	0.155344	0.502043	0.520402	0.674189	0.677846	0.795162	0.264455	0.122716	0.304400	0.995526	0.407613	0.564944	0.928780	0.086012	0.450737	0.191425	0.011234	0.861053	0.491144	0.057568	0.859392	0.653946	0.520447	0.016590	0.480967	0.642552	0.174335	0.765585	0.513663	0.372912	0.259722	0.993821	0.921566	0.410216	0.741138	0.902304	0.945832	0.324337	0.611688	0.157284	0.591557	0.370381	0.550403	0.629934	0.428060	0.222247	0.662241	0.171671	0.524152	0.600647	0.122974	0.539667	0.498037	0.990438	0.757114	0.774362	0.807665	0.601518	0.295824	0.344930	0.664065
71	0.817701	0.064395	0.948106	0.106526	0.583534	0.161547	0.084468	0.194653	0.067690	0.156803	0.535142	0.097431	0.348065	0.137105	0.391739	0.111537	0.225767	0.693887	0.913300	0.531636	0.333713	0.766842	0.054625	0.700808	0.384504	0.147296	0.952938	0.005747	0.664110	0.397829	0.172668	0.635058	0.956845	0.532459	0.729763	0.497609	0.810406	0.537873	0.245172	0.370277	0.809622	0.556656	0.410044	0.362642	0.767656	0.864786	0.811512	0.060591	0.582814	0.939186	0.939263	0.367405	0.800995	0.132495	0.209782	0.615937	0.378310	0.582062	0.781656	0.852702	0.961176	0.049913	0.419677	0.197236	0.246774	0.674800	0.789049	0.596702	0.878157	0.644806	0.595124	0.120375	0.034382	0.840571	0.351137	0.580119	0.770061	0.886991	0.124483	0.932526	0.601922	0.688092	0.656864	0.035010	0.668556	0.068780	0.267454	0.064861	0.948190	0.473032	0.356843	0.487419	0.137852	0.354636	0.813823	0.289015	0.232654	0.328272	0.024621	0.313468	0.131728	0.030228	0.741941	0.511379	0.412306	0.627182	0.677420	0.467854	0.957183	0.113692	0.629092	0.425837	0.944503	0.048696	0.284047	0.308730	0.515382	0.377986	0.064441	0.684085	0.142280	0.959796	0.029256	0.149083	0.002960	0.834886	0.521254	0.979277	0.827847	0.096672	0.066781	0.314028	0.790158	0.011140	0.614850	0.648104	0.419877	0.060039
72	0.285670	0.390351	0.929727	0.007620	0.954038	0.654027	0.816842	0.425078	0.012354	0.033796	0.700997	0.536637	0.270522	0.269028	0.396475	0.980472	0.231919	0.073122	0.951699	0.849076	0.506877	0.411364	0.027951	0.940383	0.949262	0.377799	0.002785	0.924346	0.845895	0.977468	0.471454	0.604991	0.776597	0.163298	0.765890	0.220308	0.178434	0.549280	0.523335	0.004882	0.846597	0.948113	0.642375	0.889459	0.379433	0.063966	0.778978	0.585869	0.833908	0.442270	0.827932	0.483559	0.911602	0.790749	0.119526	0.955349	0.218642	0.921530	0.153221	0.975730	0.752097	0.811958	0.185585	0.000128	0.280008	0.422731	0.739959	0.990458	0.330513	0.180613	0.450281	0.266854	0.877931	0.983099	0.825358	0.490316	0.014588	0.791384	0.420371	0.675223	0.745647	0.316720	0.285399	0.645864	0.501220	0.892995	0.577433	0.089796	0.461407	0.110439	0.858028	0.091868	0.868520	0.388196	0.093141	0.338313	0.498710	0.632004	0.976195	0.581929	0.729192	0.073802	0.975588	0.009284	0.755304	0.049249	0.475161	0.463295	0.770488	0.883600	0.180868	0.197673	0.964081	0.450347	0.208260	0.788307	0.822490	0.337440	0.887208	0.508335	0.554510	0.874160	0.008387	0.928050	0.114564	0.441580	0.899589	0.285693	0.931606	0.277251	0.508990	0.981579	0.688180	0.683299	0.738413	0.778913	0.286290	0.782021
73	0.018963	0.812166	0.942431	0.451129	0.334804	0.124471	0.421888	0.276821	0.423109	0.617382	0.862598	0.040793	0.179154	0.310154	0.938950	0.452359	0.832413	0.957976	0.755722	0.842184	0.381366	0.093841	0.593783	0.589268	0.867670	0.008799	0.301730	0.607849	0.504388	0.565155	0.477327	0.592439	0.106280	0.276945	0.579397	0.500707	0.953584	0.379979	0.079270	0.015865	0.417742	0.154951	0.739123	0.194984	0.508573	0.755650	0.266920	0.380781	0.612138	0.667036	0.358833	0.281502	0.327198	0.993219	0.325913	0.791045	0.381294	0.577720	0.775738	0.644113	0.744058	0.983837	0.469881	0.599720	0.607558	0.792029	0.384227	0.766117	0.453400	0.463572	0.726017	0.197878	0.584675	0.531713	0.953726	0.451569	0.134809	0.126102	0.159142	0.311027	0.574345	0.530475	0.182372	0.622423	0.947051	0.954553	0.417379	0.758322	0.842747	0.021569	0.166598	0.975943	0.159457	0.168107	0.756993	0.629079	0.998996	0.629790	0.683243	0.211323	0.543806	0.650529	0.704190	0.014938	0.551909	0.011579	0.925779	0.960305	0.318200	0.146744	0.072498	0.842483	0.895439	0.786687	0.620664	0.802291	0.899557	0.110152	0.003868	0.354402	0.188421	0.276382	0.457277	0.429825	0.824948	0.624791	0.275915	0.600620	0.762219	0.368888	0.456634	0.943845	0.499069	0.599963	0.488476	0.571492	0.703415	0.036382
74	0.213427	0.604251	0.444402	0.409379	0.090807	0.359733	0.025227	0.693820	0.709047	0.117834	0.657656	0.935534	0.330433	0.927102	0.958868	0.414875	0.137227	0.268763	0.031985	0.067194	0.272734	0.307674	0.171717	0.716199	0.874462	0.135091	0.450521	0.066424	0.477736	0.976650	0.370936	0.109862	0.035363	0.051005	0.540610	0.836998	0.675975	0.952953	0.730743	0.936740	0.751315	0.527747	0.587088	0.948726	0.480306	0.690786	0.903797	0.245414	0.538799	0.317272	0.503611	0.522770	0.271868	0.018759	0.123647	0.402246	0.700962	0.732053	0.888835	0.566264	0.927259	0.393578	0.021040	0.297971	0.585062	0.608398	0.300264	0.312548	0.099665	0.884766	0.851742	0.671020	0.431942	0.409678	0.869287	0.242447	0.005137	0.526634	0.636310	0.588785	0.110647	0.816195	0.584607	0.852505	0.286134	0.515766	0.722842	0.218759	0.079670	0.424226	0.353751	0.620890	0.559154	0.605772	0.596792	0.763265	0.250133	0.346066	0.824925	0.877156	0.485694	0.579104	0.680758	0.057045	0.229362	0.792747	0.724094	0.549569	0.298956	0.766366	0.838727	0.497608	0.751051	0.441517	0.131937	0.794790	0.949496	0.767226	0.558393	0.748198	0.173654	0.154128	0.191275	0.951921	0.830309	0.911827	0.769984	0.793406	0.716010	0.001842	0.937704	0.941428	0.186998	0.104146	0.343586	0.865479	0.485737	0.760227
75	0.115591	0.774522	0.334498	0.892072	0.529965	0.957538	0.209230	0.801243	0.607177	0.432392	0.727241	0.623045	0.450299	0.314088	0.407500	0.796055	0.811649	0.840286	0.470010	0.785124	0.190415	0.411992	0.677390	0.963513	0.960389	0.533227	0.161260	0.956273	0.814837	0.828820	0.016845	0.524317	0.079247	0.247680	0.536709	0.203264	0.054512	0.625693	0.321301	0.766991	0.756866	0.255019	0.711261	0.250787	0.689535	0.199508	0.170149	0.126140	0.986387	0.959716	0.947139	0.703263	0.973543	0.393442	0.210067	0.129452	0.290511	0.825107	0.550303	0.259737	0.401168	0.429451	0.930316	0.720119	0.108978	0.831405	0.202527	0.190028	0.363079	0.631255	0.059324	0.942833	0.700836	0.953228	0.133153	0.835668	0.639450	0.943510	0.333726	0.128138	0.850506	0.769532	0.772939	0.007696	0.140473	0.994877	0.745047	0.717025	0.396824	0.148689	0.036381	0.895615	0.211292	0.381825	0.998658	0.797608	0.041898	0.092557	0.208819	0.707921	0.303381	0.241047	0.015029	0.038452	0.282698	0.759576	0.731526	0.894729	0.401132	0.114594	0.044472	0.578135	0.869170	0.259135	0.148683	0.016027	0.851546	0.043620	0.154720	0.599865	0.064757	0.147959	0.288147	0.292978	0.009209	0.601046	0.357957	0.209743	0.271767	0.289176	0.006304	0.716694	0.975814	0.763616	0.932107	0.167956	0.946602	0.408825
76	0.990333	0.657850	0.953714	0.229137	0.471973	0.722362	0.860959	0.122210	0.091637	0.662484	0.082710	0.223373	0.235913	0.502078	0.149042	0.923467	0.445473	0.072727	0.987761	0.185739	0.692896	0.517710	0.264312	0.221611	0.746057	0.225960	0.628172	0.008240	0.260576	0.392991	0.800303	0.111181	0.821765	0.312249	0.940529	0.415001	0.761757	0.551228	0.222551	0.173840	0.390501	0.496004	0.804611	0.911399	0.996729	0.831660	0.687260	0.989660	0.238765	0.815090	0.823719	0.495521	0.077889	0.434880	0.476758	0.569553	0.492303	0.661003	0.332043	0.711256	0.375619	0.069783	0.257109	0.576369	0.415915	0.064995	0.139395	0.631264	0.284368	0.098862	0.305709	0.760945	0.101027	0.059819	0.578122	0.876334	0.390700	0.161303	0.943295	0.337020	0.447590	0.120241	0.835463	0.516754	0.955818	0.594078	0.859864	0.287238	0.149214	0.965624	0.658456	0.044266	0.139868	0.227436	0.329532	0.267591	0.240827	0.015552	0.913644	0.253826	0.886179	0.068662	0.613663	0.157603	0.580618	0.486069	0.443458	0.240410	0.842827	0.928363	0.395229	0.083366	0.755329	0.709693	0.345585	0.944897	0.215922	0.056813	0.542948	0.098119	0.850342	0.470994	0.745386	0.734233	0.156721	0.429614	0.388136	0.841199	0.340392	0.338785	0.094362	0.223725	0.245699	0.645265	0.494365	0.543143	0.217067	0.011887
77	0.233141	0.275736	0.743705	0.414189	0.767906	0.764156	0.765498	0.361588	0.198861	0.567805	0.751309	0.461078	0.841728	0.451415	0.095637	0.177793	0.410542	0.889592	0.065791	0.049667	0.418105	0.376177	0.692225	0.488122	0.573776	0.597793	0.828921	0.933792	0.410972	0.168153	0.281295	0.370613	0.455656	0.553163	0.868189	0.949722	0.575373	0.649155	0.689156	0.480459	0.766258	0.373802	0.235587	0.024135	0.073471	0.104265	0.846328	0.164760	0.382260	0.568148	0.195216	0.845019	0.214570	0.603570	0.082719	0.972518	0.207550	0.457004	0.501826	0.682879	0.738197	0.569362	0.330710	0.911238	0.679995	0.025515	0.835114	0.791206	0.733943	0.390510	0.331197	0.762599	0.610757	0.842030	0.534168	0.025240	0.344483	0.640752	0.181356	0.385002	0.833922	0.513169	0.029704	0.436898	0.504842	0.405139	0.159806	0.209381	0.951879	0.593100	0.873654	0.647747	0.817766	0.789533	0.528129	0.665046	0.982649	0.443188	0.327851	0.720470	0.251330	0.705604	0.004904	0.735704	0.162712	0.348111	0.475168	0.807841	0.849007	0.221180	0.017142	0.170653	0.107104	0.243400	0.915727	0.879978	0.909812	0.808216	0.697823	0.202530	0.811696	0.783751	0.447263	0.396213	0.300301	0.540292	0.931605	0.454020	0.266966	0.364329	0.516904	0.974812	0.666119	0.594100	0.853506	0.305521	0.874437	0.649708
78	0.760407	0.242921	0.859942	0.121896	0.036816	0.283811	0.603887	0.463616	0.239871	0.249750	0.880523	0.985494	0.159726	0.742713	0.282006	0.152776	0.385762	0.045934	0.155869	0.195344	0.275165	0.396911	0.760429	0.924558	0.339216	0.629637	0.235176	0.030384	0.341392	0.504132	0.814226	0.502447	0.570040	0.771093	0.956834	0.411589	0.574898	0.343542	0.231976	0.290915	0.812449	0.270139	0.335307	0.945524	0.136901	0.031600	0.125115	0.357940	0.624060	0.733662	0.820170	0.757169	0.022350	0.572603	0.309369	0.848272	0.142579	0.453671	0.255358	0.581737	0.768886	0.946475	0.093158	0.283057	0.214296	0.216688	0.697785	0.065194	0.366746	0.178270	0.678099	0.189421	0.228998	0.413293	0.302395	0.519605	0.368526	0.114394	0.420676	0.925492	0.812054	0.065502	0.400601	0.601676	0.558840	0.211947	0.439572	0.218428	0.057513	0.567647	0.564836	0.955938	0.735548	0.188545	0.583537	0.629202	0.294080	0.663639	0.479534	0.574759	0.588785	0.366851	0.034436	0.649527	0.189425	0.184041	0.392045	0.219136	0.729630	0.092470	0.205943	0.469938	0.210123	0.805477	0.086146	0.084016	0.574838	0.550305	0.503966	0.773795	0.512967	0.630961	0.451384	0.986045	0.429467	0.462547	0.908850	0.679227	0.437825	0.052928	0.798182	0.558027	0.333809	0.732322	0.517253	0.016967	0.164738	0.847381
79	0.440198	0.863944	0.052778	0.583161	0.121395	0.740453	0.005298	0.936852	0.670263	0.617231	0.629558	0.556316	0.625992	0.710599	0.653313	0.712053	0.596946	0.629144	0.889097	0.311903	0.036958	0.859798	0.652922	0.496982	0.823421	0.020132	0.406840	0.263718	0.943876	0.056762	0.552023	0.782844	0.948792	0.091949	0.394681	0.966844	0.557632	0.503466	0.997779	0.636522	0.756200	0.673964	0.894446	0.102080	0.422534	0.543533	0.677055	0.040340	0.797499	0.541667	0.755983	0.266969	0.134112	0.469433	0.142549	0.373301	0.796947	0.174508	0.321036	0.916901	0.295768	0.698149	0.165552	0.694455	0.310839	0.046309	0.758360	0.950638	0.668185	0.073103	0.583926	0.877285	0.771758	0.575547	0.219259	0.215273	0.174350	0.227177	0.845719	0.408725	0.414469	0.995446	0.193300	0.697929	0.607342	0.557320	0.938533	0.306930	0.024407	0.249204	0.510427	0.725837	0.455438	0.884296	0.973550	0.145350	0.774559	0.339080	0.649639	0.688601	0.198511	0.654241	0.491927	0.664816	0.151594	0.263312	0.771640	0.035959	0.201542	0.909880	0.011186	0.358864	0.687232	0.742186	0.633375	0.310625	0.866272	0.204014	0.943691	0.975992	0.658308	0.662659	0.874203	0.187534	0.711734	0.181641	0.508305	0.730652	0.179013	0.200718	0.619887	0.915939	0.122755	0.185118	0.571579	0.295340	0.961840	0.727044
80	0.776632	0.085720	0.151090	0.614975	0.853916	0.291585	0.245459	0.287133	0.883451	0.465355	0.152308	0.403726	0.553239	0.154545	0.417777	0.882261	0.857066	0.499156	0.612274	0.029004	0.429602	0.203947	0.790781	0.645247	0.853760	0.029466	0.780232	0.445090	0.077518	0.815027	0.653311	0.747387	0.394946	0.109726	0.531726	0.991581	0.801086	0.124889	0.991684	0.176898	0.559894	0.340046	0.947061	0.114757	0.430650	0.281718	0.770941	0.465528	0.117413	0.085785	0.347023	0.628140	0.904563	0.782208	0.043128	0.266923	0.100429	0.807169	0.492433	0.592691	0.631265	0.828425	0.837324	0.177133	0.538094	0.808310	0.203736	0.950041	0.773007	0.638175	0.743901	0.962583	0.956887	0.595454	0.053153	0.653301	0.583429	0.738808	0.685662	0.550828	0.616064	0.214363	0.900277	0.681012	0.483347	0.964204	0.399455	0.735150	0.229550	0.981728	0.837541	0.171710	0.662444	0.972909	0.251050	0.879425	0.269993	0.669989	0.885041	0.503016	0.173776	0.939455	0.475364	0.116331	0.786060	0.366381	0.352073	0.441826	0.949382	0.934116	0.563437	0.002292	0.046489	0.073797	0.666127	0.920280	0.913518	0.883248	0.290964	0.902302	0.237509	0.237117	0.152735	0.998998	0.145392	0.787385	0.168912	0.231296	0.005067	0.922530	0.624805	0.154926	0.030662	0.797892	0.882109	0.750899	0.681608	0.274010
